Node ID,No Taxa,Original BL,No different from original,Pct time scaled,Mean Scalar,Mode Scalar,Median Scalar,SD Scalar,Mean SigV,Mode SigV,Median SigV,SD SigV,Mean DeltaB,Mode DeltaB,Median DeltaB,SD DeltaB,Mean DeltaV,Mode DeltaV,Median DeltaV,SD DeltaV,Taxa List
101,2,6.051535,100000,100,1383.872825,131.778476,522.330736,4101.752821,88.537811,20.545004,38.64843,212.578468,0.752249,0.355486,0.468694,1.241149,535.78966,124.328814,233.882325,1286.426041,"Hyaenodon_horridus,Thinocyon_velox"
102,1,2.85382,100000,100,1606.076976,347.724403,554.946728,5277.627434,102.676655,26.9008,41.215877,244.752735,0.35475,0.167642,0.22103,0.585309,293.020691,76.770041,117.622695,698.480251,Thinocyon_velox
103,1,16.14632,100000,100,3012.32938,776.586691,1461.416565,6715.64609,187.897657,39.736171,120.782143,250.629122,2.007103,0.948485,1.250541,3.311555,3033.855704,641.592937,1950.187132,4046.738003,Hyaenodon_horridus
104,60,1.12273,100000,100,589.542292,195.476772,341.320881,1649.396877,39.152584,23.053847,26.429688,74.232544,0.139563,0.065953,0.086956,0.230268,43.95778,25.883246,29.673403,83.343104,"Agriochoerus_sp.,Alcidedorbignya_inopinata,Amynodon_advenus,Anisonchus_sectorus,Anoplotherium_sp.,Arctocyon_primaevus,Arctocyonides_arenae,Basilosaurus_cetoides,Basilosaurus_isis,Bathygenys_reevesi,Cebochoerus_sp.,Chriacus_baldwini,Claenodon_ferox,Coryphodon_elephantopus,Coryphodon_hamatus,Dacrytherium_sp.,Dalanistes_ahmedi,Diacodexis_ilicis,Dichobune_leporina,Diplobune_sp.,Dorudon_atrox,Ectoconus_ditrigonus,Eotylopus_sp.,Heptodon_posticus,Homacodon_vagans,Hyopsodus_lepidus,Hyopsodus_miticulus,Hyopsodus_paulus,Hyrachyus_modestus,Xenicohippus_osborni,Leptolambda_schmidti,Leptotragulus_sp.,Loxolophus_priscus,Meniscotherium_chamense,Mesatirhinus_junius,Mesonyx_obtusidens,Mouillacitherium_elegans,Notostylops_murinus,Oldfieldthomasia_debilitata,Oxacron_sp.,Palaeosyops_robustus,Pantolambda_bathmodon,Phenacodus_primaevus,Phenacodus_wortmani,Pleuraspidotherium_aumonieri,Protoreodon_petersoni,Protylopus_sp.,Rhyphodon_lankesteri,Robiacina_lavergnensis,Rodhocetus_kasrani,Saghacetus_osiris,Tapirulus_hyracinus,Tetheopsis_ingens,Tetraclaenodon_pliciferus,Titanoides_primaevus,Trogosus_grangeri,Trogosus_hillsii,Uintatherium_anceps,Xenicohippus_sp.,Zygorhiza_kochii"
105,2,21.766112,100000,100,30395.8522,9071.597123,13877.26991,61442.20816,1935.894781,616.483489,1044.25815,2559.893415,2.705684,1.278609,1.685796,4.464155,42136.90263,13418.44866,22729.43986,55718.92678,"Tetheopsis_ingens,Uintatherium_anceps"
106,1,8.541614,100000,100,10231.11876,1008.301516,6288.051067,21911.0113,653.103739,184.730076,543.783388,953.416235,1.061784,0.501761,0.661552,1.751856,5578.56004,1577.893003,4644.787798,8143.713464,Uintatherium_anceps
107,1,8.464146,100000,100,11121.51081,7427.778605,6456.726399,41092.91532,701.656339,205.272624,553.103871,1139.342161,1.052154,0.49721,0.655552,1.735967,5938.921698,1737.457463,4681.551919,9643.558392,Tetheopsis_ingens
108,8,5.561542,100000,100,1785.091879,404.988969,803.356433,4292.023917,113.201944,25.512623,73.087487,191.187415,0.69134,0.326702,0.430744,1.140653,629.577368,141.889526,406.47913,1063.296836,"Alcidedorbignya_inopinata,Coryphodon_elephantopus,Coryphodon_hamatus,Leptolambda_schmidti,Pantolambda_bathmodon,Titanoides_primaevus,Trogosus_grangeri,Trogosus_hillsii"
109,2,12.48521,100000,100,2352.959795,2546.734887,1130.847693,13066.52926,146.03206,27.819412,103.303074,254.522637,1.552001,0.73342,0.966986,2.560674,1823.240932,347.331198,1289.760576,3177.768573,"Trogosus_grangeri,Trogosus_hillsii"
110,1,7.673527,100000,100,1956.800433,1769.649782,902.080785,8294.237394,122.548306,31.074537,84.620455,214.122107,0.953874,0.450767,0.594319,1.573814,940.377733,238.451295,649.337345,1643.071767,Trogosus_grangeri
