Node ID,No Taxa,Original BL,No different from original,Pct time scaled,Mean Scalar,Mode Scalar,Median Scalar,SD Scalar,Mean SigV,Mode SigV,Median SigV,SD SigV,Mean DeltaB,Mode DeltaB,Median DeltaB,SD DeltaB,Mean DeltaV,Mode DeltaV,Median DeltaV,SD DeltaV,Taxa List
34,3,3.756608,24234,24.234,1.133252,0.904291,1,2.077104,0.009104,0.006109,0.00684,0.015401,0.233846,0.052755,0.028287,1.3038,0.034202,0.022949,0.025695,0.057855,"Adapis_parisiensis,Notharctus_tenebrosus,Smilodectes_gracilis"
35,1,17.16625,23629,23.629,1.074415,0.860436,1,1.936271,0.008566,0.006553,0.006832,0.0123,1.068584,0.241069,0.129262,5.957865,0.147039,0.112498,0.117282,0.211138,Adapis_parisiensis
36,2,2.350857,26693,26.693,1.325232,0.866486,1,3.150062,0.010519,0.005824,0.006964,0.022419,0.146339,0.033014,0.017702,0.815908,0.024729,0.01369,0.016371,0.052703,"Notharctus_tenebrosus,Smilodectes_gracilis"
37,1,2.033847,25001,25.001,1.111301,0.857129,1,2.055046,0.00894,0.005617,0.006845,0.015405,0.126605,0.028562,0.015315,0.705884,0.018182,0.011424,0.013922,0.03133,Notharctus_tenebrosus
38,1,2.347549,25366,25.366,1.144066,1.045364,1,1.942722,0.009113,0.00591,0.006872,0.014508,0.146133,0.032967,0.017677,0.81476,0.021394,0.013873,0.016132,0.034057,Smilodectes_gracilis
39,23,1.57911,24539,24.539,1.79428,1.108403,1,5.409915,0.014092,0.006441,0.00774,0.032162,0.098298,0.022176,0.011891,0.548059,0.022253,0.010171,0.012222,0.050787,"Acmeodon_secans,Anisonchus_sectorus,Arctocyon_primaevus,Chriacus_baldwini,Claenodon_ferox,Diacodexis_ilicis,Ectoconus_ditrigonus,Hyopsodus_lepidus,Hyopsodus_paulus,Loxolophus_priscus,Meniscotherium_chamense,Metacheiromys_marshi,Miacis_sylvestris,Oodectes_herpestoides,Palaeophyllophora_oltina,Palaeophyllophora_quercyi,Pantolambda_bathmodon,Pleuraspidotherium_aumonieri,Prohesperocyon_wilsoni,Sinopa_lania,Viverravus_minutus,Vulpavus_ovatus,Vulpavus_profectus"
40,1,15.648142,27823,27.823,2.092963,1.128785,1,4.827719,0.016073,0.006103,0.008059,0.030559,0.974083,0.21975,0.117831,5.430977,0.251512,0.095501,0.126108,0.478186,Acmeodon_secans
41,2,32.857,24611,24.611,1.59589,0.863124,1,4.098303,0.012553,0.006637,0.007651,0.022117,2.04532,0.461418,0.247413,11.40363,0.412465,0.218085,0.251396,0.726706,"Palaeophyllophora_oltina,Palaeophyllophora_quercyi"
42,1,9.401399,24850,24.85,1.628927,1.181745,1,3.795456,0.012817,0.006648,0.007673,0.023242,0.585229,0.132026,0.070793,3.262929,0.120497,0.062501,0.072142,0.218505,Palaeophyllophora_oltina
43,1,8.129926,24779,24.779,1.628514,0.998542,1,3.844753,0.012862,0.005809,0.007674,0.025489,0.506081,0.11417,0.061218,2.821641,0.104571,0.047224,0.062389,0.207221,Palaeophyllophora_quercyi
